File No.,File Name,No. of line,Project Name,User Story,
1,g10-scrumalliance.txt,1,scrumalliance,"As a site member, I want to describe myself on my own page in a semi-structured way, so that others can learn about me."
1,g10-scrumalliance.txt,2,scrumalliance,"As a site member, I want to fill out an application to become a Certified Scrum Practitioner, so that I can earn that designation."
1,g10-scrumalliance.txt,3,scrumalliance,"As a Practitioner, I want to include additional details about me in my profile page, so that I can showcase my experience."
1,g10-scrumalliance.txt,4,scrumalliance,"As a site member, I want to fill out an application to become a Certified Scrum Trainer, so that I can teach CSM and CSPO courses and certify others."
1,g10-scrumalliance.txt,5,scrumalliance,"As a Trainer, I want to include additional details in my profile page about me, so that others can learn about me and decide if I am the right trainer for them."
1,g10-scrumalliance.txt,6,scrumalliance,"As a Practitioner, I want to write an article for the site with a small graphic shown with the article showing my CSP or CST status, so that others know my certifications when reading."
1,g10-scrumalliance.txt,7,scrumalliance,"As a trainer, I want to list my upcoming classes in my profile and include a link to a detailed page about each, so that prospective attendees can find my courses."
1,g10-scrumalliance.txt,8,scrumalliance,"As a site member, I want to view the profiles of other members, so that I can find others I might want to connect with."
1,g10-scrumalliance.txt,9,scrumalliance,"As a site member, I want to search for profiles based on a few fields, so that I can find others I might want to connect with."
1,g10-scrumalliance.txt,10,scrumalliance,"As a site member, I want to mark my profile as private in which case only my name will appear, so that no one can learn things about me I don't want shared."
1,g10-scrumalliance.txt,11,scrumalliance,"As a site member, I want to mark my email address as private even if the rest of my profile is not, so that no one can contact me."
1,g10-scrumalliance.txt,12,scrumalliance,"As a site member, I want to send an email to any member via a form, so that we can connect."
1,g10-scrumalliance.txt,13,scrumalliance,"As a site administrator, I want to read practicing and training applications and approve or reject them, so that only applicants who qualify can become CSPs or CSTs."
1,g10-scrumalliance.txt,14,scrumalliance,"As a site administrator, I want to edit any site member profile, so that I can correct problems for members."
1,g10-scrumalliance.txt,15,scrumalliance,"As a site visitor, I want to read current news on the home page, so that I stay current on agile news."
1,g10-scrumalliance.txt,16,scrumalliance,"As a site visitor, I want to access old news that is no longer on the home page, so that I can access things I remember from the past or that others mention to me."
1,g10-scrumalliance.txt,17,scrumalliance,"As a site visitor, I want to email news items to the editor, so that they can be considered for publication."
1,g10-scrumalliance.txt,18,scrumalliance,"As a site editor, I want to set the following dates on a news item: Start Publishing Date, Old News Date, Stop Publishing Date, so that articles are published on and through appropriate dates."
1,g10-scrumalliance.txt,19,scrumalliance,"As a site member, I want to subscribe to an RSS feed of news, so that I remain sufficiently and easily informed."
1,g10-scrumalliance.txt,20,scrumalliance,"As a site editor, I want to assign priority numbers to news items, so that I can indicate which articles I want featured most prominently on the site."
1,g10-scrumalliance.txt,21,scrumalliance,"As a site visitor, I want to see a list of all upcoming Certification Courses and can page through them if there are a lot, so that I can choose the best course for me."
1,g10-scrumalliance.txt,22,scrumalliance,"As a site visitor, I want to see a list of all upcoming Other Courses and can page through them if necessary, so that I can choose the best course for me."
1,g10-scrumalliance.txt,23,scrumalliance,"As a site visitor, I want to see a list of all upcoming Events, so that I can decide if I want to attend any."
1,g10-scrumalliance.txt,24,scrumalliance,"As a trainer, I want to create a new course or event, so that site visitors can see it."
1,g10-scrumalliance.txt,25,scrumalliance,"As a trainer, I want to create an Other Course or Event I am charged a listing fee for that activity, so that I don't list events I don't really intend to hold."
1,g10-scrumalliance.txt,26,scrumalliance,"As a site administrator, I want to create an Other Course or Event that is not charged a listing fee, so that the Scrum Alliance doesn't charge itself for Scrum Gatherings that it puts on."
1,g10-scrumalliance.txt,27,scrumalliance,"As a site administrator, I want to set the listing fee per Other Course or Event, so that we have flexibility on what to charge in the future."
1,g10-scrumalliance.txt,28,scrumalliance,"As a trainer, I want to update one of my existing courses or events, so that it reflects accurate information."
1,g10-scrumalliance.txt,29,scrumalliance,"As a trainer, I want to delete one of my courses or events, so that it's no longer listed if I cancel for some reason."
1,g10-scrumalliance.txt,30,scrumalliance,"As a trainer, I want to copy one of my courses or events, so that I can create a new one."
1,g10-scrumalliance.txt,31,scrumalliance,"As a site admin, I want to delete any course or event, so that I can remove things that will no longer occur."
1,g10-scrumalliance.txt,32,scrumalliance,"As a site editor, I want to update any course or event, so that I can fix things the original author hasn't."
1,g10-scrumalliance.txt,33,scrumalliance,"As a trainer, I want to turn a course into an event or an event into a course, so that I can correctly classify anything that was entered incorrectly."
1,g10-scrumalliance.txt,34,scrumalliance,"As a site visitor, I want to have an advanced search option that lets me fill in a form of search criteria, so that I can quickly find what I am looking for."
